FSID,Region,Callsign,Path Number,Center Frequency (MHz),Bandwidth (MHz)
57202,US,WQKF893,9,6555,30
57203,US,WQKF896,1,6286.19,30
57204,US,WQKF896,2,6404.79,30
57205,US,WQKF896,3,6555,30
57206,US,WQKF896,4,6655,30
57207,US,WQKF896,5,6286.19,30
57208,US,WQKF896,6,6286.19,30
57209,US,WQKF937,1,5945.2,30
57210,US,WQKF937,2,6685,30
57211,US,WQKF937,3,6585,10
57212,US,WQKF937,4,6004.5,30
57213,US,WQKF937,4,6123.1,30
57214,US,WQKF937,5,6034.15,30
57215,US,WQKF937,5,6093.45,30
57216,US,WQKF937,5,6152.75,30
57217,US,WQKF938,1,5974.85,30
57218,US,WQKF938,1,6093.45,30
57219,US,WQKF938,2,6063.8,30
57220,US,WQKF938,2,6123.1,30
57221,US,WQKF938,3,6004.5,30
57222,US,WQKF938,4,5945.2,30
57223,US,WQKF938,5,5974.85,30
57224,US,WQKF938,5,6034.15,30
57225,US,WQKF938,6,6004.5,30
57226,US,WQKF938,6,6063.8,30
57227,US,WQKF939,1,6197.24,30
57228,US,WQKF939,2,6815,30
57229,US,WQKF939,3,6785,30
57230,US,WQKF939,4,6745,10
57231,US,WQKF939,5,6256.54,30
57232,US,WQKF939,5,6375.14,30
57233,US,WQKF940,1,6226.89,30
57234,US,WQKF940,1,6286.19,30
57235,US,WQKF940,2,6256.54,30
57236,US,WQKF940,2,6315.84,30
57237,US,WQKF940,3,6655,30
57238,US,WQKF940,4,6855,10
57239,US,WQKF940,5,6152.75,30
57240,US,WQKF965,4,6675,10
57241,US,WQKG218,2,6404.79,30
57242,US,WQKG219,3,6152.75,30
57243,US,WQKG219,4,6123.1,30
57244,US,WQKG219,5,6330.665,56
57245,US,WQKG219,6,6019.325,56
57246,US,WQKG224,1,6665,10
57247,US,WQKG224,2,6645,10
57248,US,WQKG225,3,6375.14,30
57249,US,WQKG225,4,6315.84,30
57250,US,WQKG228,2,6063.8,30
57251,US,WQKG248,1,6256.54,30
57252,US,WQKG293,1,5974.85,30
57253,US,WQKG294,1,6226.89,30
57254,US,WQKG299,1,6315.84,30
57255,US,WQKG302,1,6315.84,30
57256,US,WQKG309,1,6256.54,30
57257,US,WQKG309,3,6315.84,30
57258,US,WQKG309,4,6004.5,30
57259,US,WQKG309,5,6063.8,30
57260,US,WQKG309,7,6004.5,30
57261,US,WQKG309,8,6063.8,30
57262,US,WQKG310,1,6256.54,30
57263,US,WQKG310,2,6315.84,30
57264,US,WQKG310,3,6256.54,30
57265,US,WQKG310,4,6315.84,30
57266,US,WQKG473,2,6093.45,30
57267,US,WQKG473,3,6063.8,30
57268,US,WQKG485,1,6805,10
57269,US,WQKG485,2,6197.24,30
57270,US,WQKG492,3,6695,5
57271,US,WQKG649,2,6315.84,30
57272,US,WQKG656,3,6034.15,30
57273,US,WQKG731,1,6645,10
57274,US,WQKG731,2,6555,30
57275,US,WQKG731,3,6034.15,30
57276,US,WQKG731,4,5945.2,30
57277,US,WQKG731,5,6555,30
57278,US,WQKG733,2,6855,10
57279,US,WQKG733,3,6063.8,30
57280,US,WQKG803,8,5960.025,60
57281,US,WQKG946,1,6226.89,30
57282,US,WQKG946,4,6226.89,30
57283,US,WQKG948,1,6372.67,5
57284,US,WQKG948,2,6362.79,5
57285,US,WQKG948,3,6375.14,10
57286,US,WQKG948,4,6365.26,10
57287,US,WQKG950,1,6120.63,5
57288,US,WQKG950,2,6123.1,10
57289,US,WQKG960,1,6152.75,30
57290,US,WQKG960,2,5974.85,30
57291,US,WQKG960,3,6063.8,30
57292,US,WQKG961,1,5974.85,30
57293,US,WQKG961,2,6404.79,30
57294,US,WQKG961,3,6093.45,30
57295,US,WQKG962,1,6226.89,30
57296,US,WQKG962,2,6345.49,30
57297,US,WQKG964,1,6093.45,30
57298,US,WQKG965,1,6226.89,30
57299,US,WQKG965,2,6345.49,30
57300,US,WQKH335,2,6063.8,30
57301,US,WQKH367,4,6271.365,55
57302,US,WQKH367,5,6271.365,55
57303,US,WQKH368,5,6019.325,55
57304,US,WQKH368,6,6019.325,55
57305,US,WQKH402,1,6775.625,3.75
57306,US,WQKH402,2,6725.625,3.75
57307,US,WQKH454,1,6630.625,3.75
57308,US,WQKH454,2,6655.625,3.75
57309,US,WQKH455,1,6835.625,3.75
57310,US,WQKH455,2,6790.625,3.75
57311,US,WQKH456,1,6815.625,3.75
57312,US,WQKH484,17,6389.965,56
57313,US,WQKH631,10,6389.965,50.3
57314,US,WQKH631,13,6815,27.8
57315,US,WQKH637,1,6675,10
57316,US,WQKH637,2,6695,10
57317,US,WQKH637,3,6675,10
57318,US,WQKH637,4,6695,10
57319,US,WQKH638,1,6835,10
57320,US,WQKH638,2,6795,10
57321,US,WQKH638,3,6795,10
57322,US,WQKH638,4,6835,10
57323,US,WQKH852,5,6286.19,10
57324,US,WQKH852,6,6256.54,10
57325,US,WQKH870,3,6004.5,30
57326,US,WQKH870,3,6063.8,30
57327,US,WQKH971,1,6765,10
57328,US,WQKH971,1,6845,10
57329,US,WQKH971,3,5974.85,10
57330,US,WQKH971,3,6034.15,10
57331,US,WQKH972,1,6605,10
57332,US,WQKH972,1,6685,10
57333,US,WQKH972,2,6635,10
57334,US,WQKH972,2,6695,10
57335,US,WQKH973,1,6795,10
57336,US,WQKH973,1,6855,10
57337,US,WQKI245,1,6367.73,5
57338,US,WQKI246,1,6115.69,5
57339,US,WQKI246,2,6004.5,10
57340,US,WQKI400,2,6555,30
57341,US,WQKI402,1,6631.25,2.5
57342,US,WQKI450,1,6226.89,30
57343,US,WQKI450,1,6404.79,30
57344,US,WQKI450,2,6256.54,30
57345,US,WQKI450,2,6375.14,30
57346,US,WQKI475,2,6093.45,30
57347,US,WQKI545,1,6765,10
57348,US,WQKI545,2,6745,10
57349,US,WQKI727,1,6034.15,30
57350,US,WQKI727,2,5945.2,30
57351,US,WQKI728,1,6256.54,30
57352,US,WQKI728,2,6226.89,30
57353,US,WQKI729,1,5945.2,30
57354,US,WQKI729,2,6004.5,30
57355,US,WQKI730,1,6123.1,30
57356,US,WQKI730,2,6004.5,30
57357,US,WQKI731,1,6375.14,30
57358,US,WQKI731,2,6197.24,30
57359,US,WQKI732,1,5974.85,30
57360,US,WQKI732,2,6123.1,30
57361,US,WQKI826,1,6795,10
57362,US,WQKI826,2,6745,10
57363,US,WQKI932,1,6585,10
57364,US,WQKI932,2,6845,10
57365,US,WQKI992,10,5974.85,30
57366,US,WQKI992,11,6004.5,30
57367,US,WQKI992,12,6755,30
57368,US,WQKJ208,2,6375.14,30
57369,US,WQKJ212,10,6197.24,24.8
57370,US,WQKJ212,10,6256.54,24.8
57371,US,WQKJ212,13,6389.965,60
57372,US,WQKJ212,15,6137.925,60
57373,US,WQKJ212,16,6137.925,60
57374,US,WQKJ216,3,6226.89,30
57375,US,WQKJ216,3,6286.19,30
57376,US,WQKJ216,3,6345.49,30
57377,US,WQKJ216,3,6404.79,30
57378,US,WQKJ228,2,6226.89,30
57379,US,WQKJ229,2,5974.85,30
57380,US,WQKJ229,2,6152.75,30
57381,US,WQKJ229,6,6004.5,30
57382,US,WQKJ229,6,6123.1,30
57383,US,WQKJ259,1,6755,10
57384,US,WQKJ260,1,6595,10
57385,US,WQKJ324,1,6286.19,30
57386,US,WQKJ324,2,6226.89,30
57387,US,WQKJ324,3,6286.19,30
57388,US,WQKJ324,5,6345.49,30
57389,US,WQKJ324,6,6226.89,30
57390,US,WQKJ324,7,6345.49,30
57391,US,WQKJ324,8,6286.19,30
57392,US,WQKJ375,1,6286.19,30
57393,US,WQKJ375,2,6197.24,30
57394,US,WQKJ388,1,6685,5
57395,US,WQKJ389,1,6845,5
57396,US,WQKJ389,2,6715,5
57397,US,WQKJ389,3,6595.625,3.75
57398,US,WQKJ389,4,6795,5
57399,US,WQKJ389,5,6755,5
57400,US,WQKJ389,6,6805,10
57401,US,WQKJ389,7,6815,10
57402,US,WQKJ391,1,6325.72,10
57403,US,WQKJ391,2,6345.49,30
57404,US,WQKJ397,5,6845,10
57405,US,WQKJ401,2,6685,30
57406,US,WQKJ499,3,6800,20
57407,US,WQKJ500,2,6640,20
57408,US,WQKJ522,1,6795,10
57409,US,WQKJ611,5,5960.025,55
57410,US,WQKJ611,6,5960.025,55
57411,US,WQKJ619,1,6605,10
57412,US,WQKJ619,2,6635,10
57413,US,WQKJ625,1,6226.89,30
57414,US,WQKJ625,3,6315.84,30
57415,US,WQKJ674,5,6725,30
57416,US,WQKJ674,9,6725,30
57417,US,WQKJ676,1,6555,30
57418,US,WQKJ676,2,6655,30
57419,US,WQKJ676,3,6655,30
57420,US,WQKJ676,4,6595,30
57421,US,WQKJ676,5,6555,30
57422,US,WQKJ677,2,6685,30
57423,US,WQKJ677,4,6685,30
57424,US,WQKJ678,2,6595,30
57425,US,WQKJ678,4,6595,30
57426,US,WQKJ681,1,6845,30
57427,US,WQKJ681,2,6755,30
57428,US,WQKJ681,3,6845,30
57429,US,WQKJ681,4,6755,30
57430,US,WQKJ685,3,6755,30
57431,US,WQKJ686,2,6805,10
57432,US,WQKJ686,2,6815,30
57433,US,WQKJ686,4,6815,30
57434,US,WQKJ767,3,6197.24,30
57435,US,WQKJ767,6,6226.89,30
57436,US,WQKJ767,7,6197.24,30
57437,US,WQKJ767,8,6256.54,30
57438,US,WQKJ767,9,6345.49,30
57439,US,WQKJ767,10,6685,30
57440,US,WQKJ767,11,6197.24,30
57441,US,WQKJ767,12,6226.89,30
57442,US,WQKJ767,13,6685,30
57443,US,WQKJ767,14,6256.54,30
57444,US,WQKJ767,15,6345.49,30
57445,US,WQKJ776,4,6123.1,30
57446,US,WQKJ777,3,6375.14,30
57447,US,WQKJ777,6,6785,30
57448,US,WQKJ786,2,6212.065,60
57449,US,WQKJ786,3,6345.49,30
57450,US,WQKJ829,1,6226.89,30
57451,US,WQKJ829,2,6197.24,30
57452,US,WQKJ838,1,6004.5,30
57453,US,WQKJ838,2,5974.85,30
57454,US,WQKJ838,3,5945.2,30
57455,US,WQKJ838,3,6034.15,30
57456,US,WQKJ838,4,6093.45,30
57457,US,WQKJ838,5,5945.2,30
57458,US,WQKJ839,1,6315.84,30
57459,US,WQKJ839,1,6375.14,30
57460,US,WQKJ839,2,6286.19,30
57461,US,WQKJ839,2,6375.14,30
57462,US,WQKJ839,3,6541.25,2.5
57463,US,WQKJ839,4,6543.75,2.5
57464,US,WQKJ839,5,6645,10
57465,US,WQKJ839,6,6635,10
57466,US,WQKJ842,1,6286.19,30
57467,US,WQKJ842,1,6345.49,30
57468,US,WQKJ842,2,6226.89,30
57469,US,WQKJ842,2,6286.19,30
57470,US,WQKJ842,4,6625.625,3.75
57471,US,WQKJ842,5,6197.24,30
57472,US,WQKJ842,5,6256.54,30
57473,US,WQKJ842,7,6695,10
57474,US,WQKJ842,8,6595,30
57475,US,WQKJ842,8,6655,30
57476,US,WQKJ843,1,6755,5
57477,US,WQKJ843,2,6745,5
57478,US,WQKJ843,3,6718.75,2.5
57479,US,WQKJ843,4,6785,30
57480,US,WQKJ843,4,6845,30
57481,US,WQKJ843,5,6835,10
57482,US,WQKJ843,6,6093.45,30
57483,US,WQKJ843,6,6152.75,30
57484,US,WQKJ846,1,6595,5
57485,US,WQKJ846,2,6226.89,30
57486,US,WQKJ846,2,6286.19,30
57487,US,WQKJ846,2,6345.49,30
57488,US,WQKJ846,3,6315.84,30
57489,US,WQKJ846,3,6375.14,30
57490,US,WQKJ846,4,6345.49,30
57491,US,WQKJ846,4,6404.79,30
57492,US,WQKJ850,1,6795,10
57493,US,WQKJ850,2,6063.8,30
57494,US,WQKJ850,3,6152.75,30
57495,US,WQKJ853,1,6728.75,2.5
57496,US,WQKJ853,2,6785.625,3.75
57497,US,WQKJ853,3,6805,10
57498,US,WQKJ853,4,6855,10
57499,US,WQKJ855,1,6375.14,30
57500,US,WQKJ857,1,6548.75,2.5
57501,US,WQKJ857,2,6645,10
57502,US,WQKJ859,1,6063.8,30
57503,US,WQKJ859,1,6123.1,30
57504,US,WQKJ859,2,5974.85,30
57505,US,WQKJ859,2,6034.15,30
57506,US,WQKJ928,1,5945.2,30
57507,US,WQKJ928,1,6004.5,30
57508,US,WQKJ928,2,6034.15,30
57509,US,WQKJ928,2,6093.45,30
57510,US,WQKJ928,3,5974.85,30
57511,US,WQKJ928,3,6034.15,30
57512,US,WQKJ928,3,6093.45,30
57513,US,WQKJ930,1,6034.15,30
57514,US,WQKJ930,1,6123.1,30
57515,US,WQKJ930,2,5974.85,30
57516,US,WQKJ930,4,6541.25,2.5
57517,US,WQKJ930,5,6645,10
57518,US,WQKJ930,7,5945.2,30
57519,US,WQKJ930,7,6004.5,30
57520,US,WQKJ930,8,5974.85,30
57521,US,WQKJ930,8,6093.45,30
57522,US,WQKJ932,1,6745,10
57523,US,WQKJ932,2,6725,30
57524,US,WQKJ934,2,6615,10
57525,US,WQKJ937,4,6775,10
57526,US,WQKJ938,1,6226.89,30
57527,US,WQKJ938,2,6197.24,30
57528,US,WQKJ938,2,6256.54,30
57529,US,WQKJ938,3,6548.75,2.5
57530,US,WQKJ938,4,6635,10
57531,US,WQKJ938,5,6226.89,30
57532,US,WQKJ938,5,6345.49,30
57533,US,WQKJ939,1,6728.75,2.5
57534,US,WQKJ939,2,6795,10
57535,US,WQKK269,1,6286.19,30
57536,US,WQKK269,2,6256.54,30
57537,US,WQKK269,3,6197.24,30
57538,US,WQKK269,3,6286.19,30
57539,US,WQKK269,4,6345.49,30
57540,US,WQKK269,4,6404.79,30
57541,US,WQKK269,5,6315.84,30
57542,US,WQKK271,1,6256.54,30
57543,US,WQKK271,2,6286.19,30
57544,US,WQKK271,2,6345.49,30
57545,US,WQKK271,3,6197.24,30
57546,US,WQKK271,3,6256.54,30
57547,US,WQKK271,4,6226.89,30
57548,US,WQKK271,5,6286.19,30
57549,US,WQKK271,5,6345.49,30
57550,US,WQKK271,6,6315.84,30
57551,US,WQKK271,6,6404.79,30
57552,US,WQKK271,7,6315.84,30
57553,US,WQKK271,8,6615,10
57554,US,WQKK272,1,6665,10
57555,US,WQKK272,2,6226.89,30
57556,US,WQKK272,3,6197.24,30
57557,US,WQKK442,4,6815,30
57558,US,WQKK492,4,6315.84,30
57559,US,WQKK492,5,6375.14,30
57560,US,WQKK493,1,6555.625,3.75
57561,US,WQKK584,1,6820,4.94
57562,US,WQKK585,1,6770,4.94
57563,US,WQKK585,2,6660,4.94
57564,US,WQKK586,1,6610,4.94
57565,US,WQKK592,18,6330.665,60
57566,US,WQKK592,18,6389.965,60
57567,US,WQKK592,19,6212.065,60
57568,US,WQKK592,19,6271.365,60
57569,US,WQKK592,20,6330.665,60
57570,US,WQKK592,20,6389.965,60
57571,US,WQKK592,21,6212.065,60
57572,US,WQKK592,21,6271.365,60
57573,US,WQKK592,23,6330.665,60
57574,US,WQKK592,23,6389.965,60
57575,US,WQKK592,24,6212.065,60
57576,US,WQKK592,24,6271.365,60
57577,US,WQKK595,1,6345.49,30
57578,US,WQKK595,2,6375.14,30
57579,US,WQKK595,3,6286.19,30
57580,US,WQKK595,4,6375.14,30
57581,US,WQKK595,5,6404.79,30
57582,US,WQKK595,6,6256.54,30
57583,US,WQKK595,6,6315.84,30
57584,US,WQKK595,7,6345.49,30
57585,US,WQKK595,7,6404.79,30
57586,US,WQKK595,9,6286.19,30
57587,US,WQKK595,11,6345.49,30
57588,US,WQKK595,11,6404.79,30
57589,US,WQKK595,12,6375.14,30
57590,US,WQKK595,13,6404.79,30
57591,US,WQKK595,15,6256.54,30
57592,US,WQKK595,15,6315.84,30
57593,US,WQKK595,16,6345.49,30
57594,US,WQKK595,16,6404.79,30
57595,US,WQKK595,17,6345.49,30
57596,US,WQKK595,18,6345.49,30
57597,US,WQKK595,18,6404.79,30
57598,US,WQKK595,19,6256.54,30
57599,US,WQKK595,19,6315.84,30
57600,US,WQKK596,1,6093.45,30
57601,US,WQKK596,2,6226.89,30
57602,US,WQKK596,3,6123.1,30
57603,US,WQKK596,4,6152.75,30
57604,US,WQKK596,5,6286.19,30
57605,US,WQKK596,6,6655,30
57606,US,WQKK596,8,6655,30
57607,US,WQKK597,1,6123.1,30
57608,US,WQKK597,2,5945.2,30
57609,US,WQKK597,2,6004.5,30
57610,US,WQKK597,3,6063.8,30
57611,US,WQKK607,1,6197.24,30
57612,US,WQKK607,1,6226.89,30
57613,US,WQKK607,1,6256.54,30
57614,US,WQKK607,1,6286.19,30
57615,US,WQKK607,1,6345.49,30
57616,US,WQKK607,1,6404.79,30
57617,US,WQKK607,2,6197.24,30
57618,US,WQKK607,2,6226.89,30
57619,US,WQKK607,2,6256.54,30
57620,US,WQKK607,2,6286.19,30
57621,US,WQKK607,2,6345.49,30
57622,US,WQKK607,2,6404.79,30
57623,US,WQKK607,3,6226.89,28
57624,US,WQKK607,3,6286.19,28
57625,US,WQKK607,4,6226.89,28
57626,US,WQKK607,4,6286.19,28
57627,US,WQKK607,5,6197.24,23.3
57628,US,WQKK607,5,6256.54,23.3
57629,US,WQKK607,6,6197.24,23.3
57630,US,WQKK607,6,6256.54,23.3
57631,US,WQKK607,7,6226.89,23.3
57632,US,WQKK607,7,6375.14,23.3
57633,US,WQKK607,8,6226.89,23.3
57634,US,WQKK607,8,6375.14,23.3
57635,US,WQKK684,3,5945.2,30
57636,US,WQKK684,3,6004.5,30
57637,US,WQKK688,2,6197.24,30
57638,US,WQKK688,4,6286.19,30
57639,US,WQKK698,1,5945.2,10
57640,US,WQKK698,2,5974.85,10
57641,US,WQKK699,1,6197.24,10
57642,US,WQKK699,2,6805,10
57643,US,WQKK721,1,5974.85,30
57644,US,WQKK721,2,5945.2,30
57645,US,WQKK721,3,6034.15,30
57646,US,WQKK721,4,6004.5,30
57647,US,WQKK805,1,6625.625,3.75
57648,US,WQKK805,2,6855,10
57649,US,WQKK805,5,6226.89,30
57650,US,WQKK805,6,6123.1,30
57651,US,WQKK866,1,6623.75,2.5
57652,US,WQKL301,1,6800,4.94
57653,US,WQKL302,1,6640,4.94
57654,US,WQKL406,6,5974.85,30
57655,US,WQKL406,7,6004.5,30
57656,US,WQKL406,7,6063.8,30
57657,US,WQKL410,1,6545.625,3.75
57658,US,WQKL433,1,6625.625,3.75
57659,US,WQKL532,1,6665,5
57660,US,WQKL536,1,6645,5
57661,US,WQKL539,3,6404.79,30
57662,US,WQKL540,1,6625,5
57663,US,WQKL541,1,6805,5
57664,US,WQKL541,2,6785,5
57665,US,WQKL541,3,6825,5
57666,US,WQKL557,1,6645.625,3.75
57667,US,WQKL557,2,6655.625,3.75
57668,US,WQKL559,1,6111.364,3.75
57669,US,WQKL562,1,6363.404,3.75
57670,US,WQKL562,2,6815.625,3.75
57671,US,WQKL566,1,6805.625,3.75
57672,US,WQKL572,1,6600,5
57673,US,WQKL576,1,6560,5
57674,US,WQKL650,5,6093.45,30
57675,US,WQKL670,5,6004.5,30
57676,US,WQKL670,6,6595,30
57677,US,WQKL670,6,6625,30
57678,US,WQKL670,7,6595,30
57679,US,WQKL670,7,6625,30
57680,US,WQKL670,8,6093.45,30
57681,US,WQKL670,9,5974.85,30
57682,US,WQKL670,9,6034.15,30
57683,US,WQKL670,10,5974.85,30
57684,US,WQKL670,10,6034.15,30
57685,US,WQKL680,2,6389.965,60
57686,US,WQKL707,5,6785,30
57687,US,WQKL707,5,6845,30
57688,US,WQKL708,1,6315.84,30
57689,US,WQKL708,2,6330.665,60
57690,US,WQKL712,1,6226.89,30
57691,US,WQKL712,2,6345.49,30
57692,US,WQKL712,3,6212.065,60
57693,US,WQKL712,4,6271.365,60
57694,US,WQKL741,1,6093.45,30
57695,US,WQKL741,2,6063.8,30
57696,US,WQKL741,3,6004.5,30
57697,US,WQKL741,4,6078.625,60
57698,US,WQKL741,5,6019.325,60
57699,US,WQKL741,6,5960.025,60
57700,US,WQKL744,1,6256.54,30
57701,US,WQKL744,2,6197.24,30
57702,US,WQKL744,3,6212.065,60
57703,US,WQKL744,4,6330.665,60
57704,US,WQKL745,1,6004.5,30
57705,US,WQKL745,2,5974.85,30
57706,US,WQKL745,3,5960.025,60
57707,US,WQKL745,4,5960.025,60
57708,US,WQKL748,3,6256.54,30
57709,US,WQKL748,5,6212.065,60
57710,US,WQKL748,6,6625,30
57711,US,WQKL748,6,6685,30
57712,US,WQKL791,2,6197.24,30
57713,US,WQKL791,3,6197.24,30
57714,US,WQKL792,7,6725,30
57715,US,WQKL792,9,6685,30
57716,US,WQKL794,5,6845,30
57717,US,WQKL795,2,6795,30
57718,US,WQKL796,2,6256.54,30
57719,US,WQKL797,1,6093.45,30
57720,US,WQKL798,1,6345.59,30
57721,US,WQKL798,2,6226.89,30
57722,US,WQKL798,9,6685,10
57723,US,WQKL799,1,5974.85,30
57724,US,WQKL799,2,6004.5,30
57725,US,WQKL799,3,6555,30
57726,US,WQKL799,4,6123.1,30
57727,US,WQKL799,5,6675,10
57728,US,WQKL800,1,6256.54,30
57729,US,WQKL800,3,6226.89,30
57730,US,WQKL801,1,6004.5,30
57731,US,WQKL801,2,5945.2,30
57732,US,WQKL801,4,5974.85,30
57733,US,WQKL802,1,5945.2,30
57734,US,WQKL803,1,5974.85,30
57735,US,WQKL804,1,6226.89,30
57736,US,WQKL804,5,6845,30
57737,US,WQKL804,9,6256.54,30
57738,US,WQKL806,2,6635,30
57739,US,WQKL807,2,5974.85,30
57740,US,WQKL807,5,6755,30
57741,US,WQKL807,6,6375.14,10
57742,US,WQKL813,1,6197.24,30
57743,US,WQKL830,1,6775,10
57744,US,WQKL830,2,6745,10
57745,US,WQKL830,3,6755,10
57746,US,WQKL834,1,6585,10
57747,US,WQKL834,3,6825,10
57748,US,WQKL907,3,6197.24,30
57749,US,WQKL907,3,6256.54,30
57750,US,WQKL930,2,6093.45,30
57751,US,WQKL930,2,6152.75,30
57752,US,WQKL930,3,6197.24,30
57753,US,WQKL930,3,6286.19,30
57754,US,WQKL930,4,6315.84,30
57755,US,WQKL930,5,6226.89,30
57756,US,WQKL930,5,6286.19,30
57757,US,WQKL930,10,6845,10
57758,US,WQKL930,11,6765,10
57759,US,WQKL958,1,6034.15,30
57760,US,WQKL958,2,6004.5,30
57761,US,WQKL958,3,6063.8,30
57762,US,WQKL958,4,5945.2,30
57763,US,WQKL958,5,5945.2,30
57764,US,WQKL958,5,6004.5,30
57765,US,WQKL958,6,5974.85,30
57766,US,WQKL958,7,6093.45,30
57767,US,WQKL958,8,6685,10
57768,US,WQKL959,1,6004.5,30
57769,US,WQKL959,2,5974.85,30
57770,US,WQKL959,3,6034.15,30
57771,US,WQKL959,3,6093.45,30
57772,US,WQKL959,4,5945.2,30
57773,US,WQKL959,4,6093.45,30
57774,US,WQKL959,5,6034.15,30
57775,US,WQKL959,5,6093.45,30
57776,US,WQKL959,6,6815,5
57777,US,WQKL982,1,6197.24,30
57778,US,WQKL982,3,6805,5
57779,US,WQKL982,4,6197.24,30
57780,US,WQKL982,4,6256.54,30
57781,US,WQKL982,5,6197.24,30
57782,US,WQKL982,6,6256.54,30
57783,US,WQKL982,7,6286.19,30
57784,US,WQKL982,8,6256.54,30
57785,US,WQKL982,9,6226.89,30
57786,US,WQKL982,9,6315.84,30
57787,US,WQKL982,10,6315.84,30
57788,US,WQKL982,12,6825,30
57789,US,WQKL982,17,6825,30
57790,US,WQKL982,22,6197.24,30
57791,US,WQKL982,23,6197.24,30
57792,US,WQKL982,24,6197.24,30
57793,US,WQKL982,24,6256.54,30
57794,US,WQKM241,1,6555,30
57795,US,WQKM241,2,6197.24,30
57796,US,WQKM241,3,6345.49,30
57797,US,WQKM241,4,6226.89,30
57798,US,WQKM241,5,6197.24,30
57799,US,WQKM241,5,6256.54,30
57800,US,WQKM241,6,6256.54,30
57801,US,WQKM241,6,6404.79,30
57802,US,WQKM241,7,6315.84,30
57803,US,WQKM241,8,6375.14,30
57804,US,WQKM241,9,6286.19,30
57805,US,WQKM241,14,6226.89,30
57806,US,WQKM241,15,6286.19,30
57807,US,WQKM242,1,5945.2,30
57808,US,WQKM242,2,6063.8,30
57809,US,WQKM242,3,6123.1,30
57810,US,WQKM242,4,5974.85,30
57811,US,WQKM242,5,6034.15,30
57812,US,WQKM333,1,6063.8,30
57813,US,WQKM333,2,6093.45,30
57814,US,WQKM333,3,6034.15,30
57815,US,WQKM333,4,5974.85,30
57816,US,WQKM333,5,6093.45,30
57817,US,WQKM333,5,6152.75,30
57818,US,WQKM333,10,6805,30
57819,US,WQKM333,11,6845,30
57820,US,WQKM333,12,6123.1,30
57821,US,WQKM333,13,5945.2,30
57822,US,WQKM333,14,6063.8,30
57823,US,WQKM371,7,6655,30
57824,US,WQKM371,8,6685,30
57825,US,WQKM421,1,5945.2,30
57826,US,WQKM421,2,5974.85,30
57827,US,WQKM421,3,6093.45,30
57828,US,WQKM421,6,6123.1,30
57829,US,WQKM421,8,6004.5,30
57830,US,WQKM421,10,6063.8,30
57831,US,WQKM421,11,6152.75,30
57832,US,WQKM439,1,5945.2,30
57833,US,WQKM439,2,6123.1,30
57834,US,WQKM440,2,6226.89,30
57835,US,WQKM443,1,6197.24,30
57836,US,WQKM443,4,6404.79,30
57837,US,WQKM444,2,6585,5
57838,US,WQKM444,4,6655,30
57839,US,WQKM444,6,6034.15,30
57840,US,WQKM444,7,6123.1,30
57841,US,WQKM444,8,6595,30
57842,US,WQKM445,2,6625,5
57843,US,WQKM445,5,6315.84,30
57844,US,WQKM455,1,5974.85,30
57845,US,WQKM455,2,5945.2,30
57846,US,WQKM455,4,5974.85,30
57847,US,WQKM455,5,6093.45,30
57848,US,WQKM455,6,6063.8,30
57849,US,WQKM455,7,6034.15,30
57850,US,WQKM456,1,6256.54,30
57851,US,WQKM456,2,6197.24,30
57852,US,WQKM456,3,6226.89,30
57853,US,WQKM456,4,6197.24,30
57854,US,WQKM456,7,6345.49,30
57855,US,WQKM456,8,6315.84,30
57856,US,WQKM457,1,6004.5,30
57857,US,WQKM457,2,5945.2,30
57858,US,WQKM457,3,6093.45,30
57859,US,WQKM457,4,6655,30
57860,US,WQKM457,5,6152.75,30
57861,US,WQKM457,6,6685,30
57862,US,WQKM458,1,6197.24,30
57863,US,WQKM458,2,6226.89,30
57864,US,WQKM458,3,6375.14,30
57865,US,WQKM458,4,6286.19,30
57866,US,WQKM467,2,6063.8,30
57867,US,WQKM467,2,6123.1,30
57868,US,WQKM477,2,6286.19,30
57869,US,WQKM594,1,6256.54,30
57870,US,WQKM595,1,6004.5,30
57871,US,WQKM602,1,5945.2,30
57872,US,WQKM602,2,6004.5,30
57873,US,WQKM603,1,6625,5
57874,US,WQKM604,1,6785,5
57875,US,WQKM811,3,6226.89,30
57876,US,WQKM821,2,6675,30
57877,US,WQKM821,4,6625,30
57878,US,WQKM821,4,6685,30
57879,US,WQKM834,1,5945.2,30
57880,US,WQKM834,2,6835,30
57881,US,WQKM834,3,6078.625,60
57882,US,WQKM834,4,6785,30
57883,US,WQKM834,4,6845,30
57884,US,WQKM861,1,6063.8,30
57885,US,WQKM861,2,5945.2,30
57886,US,WQKM913,1,6123.1,30
57887,US,WQKM913,2,6034.15,30
57888,US,WQKM913,3,6004.5,30
57889,US,WQKM913,4,5974.85,30
57890,US,WQKM913,4,6063.8,30
57891,US,WQKM913,5,6004.5,30
57892,US,WQKM913,5,6063.8,30
57893,US,WQKM913,6,6004.5,30
57894,US,WQKM913,7,6825,30
57895,US,WQKM913,16,6093.45,30
57896,US,WQKM914,1,6226.89,30
57897,US,WQKM914,2,6286.19,30
57898,US,WQKM914,3,6197.24,30
57899,US,WQKM914,3,6345.49,30
57900,US,WQKM914,4,6256.54,30
57901,US,WQKM914,4,6315.84,30
57902,US,WQKM914,7,6635,30
57903,US,WQKM914,8,6695,30
